Nama Daerah,Detail,Harga,Tipe,Luas Bangunan,Luas Tanah,Kamar Tidur,Kamar Mandi,Lantai,Sertifikasi,Alamat Lokasi,Kecamatan,Kota,HGB,"Lainnya (PPJB, Girik, Adat, dll)",SHM
"Tebet, Jakarta Selatan",5 KT - 3 KM - 280 m2,9500000007,Rumah,280,322,5,3,2,HGB - Hak Guna Bangun,Palbatu Menteng Dalam Tebet Jakarta Selatan,Tebet,Jakarta Selatan,1,0,0
"Pulo Gadung, Jakarta Timur",2 KT - 1 KM - 70 m2,350000000,Rumah,70,70,2,1,1,SHM - Sertifikat Hak Milik,Kp pengarengan jkarta timur,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 64 m2,700000000,Rumah,64,63,3,2,2,SHM - Sertifikat Hak Milik,Cibubur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 100 m2,750000000,Rumah,100,50,3,2,2,SHM - Sertifikat Hak Milik,Rumah 2 Lantai Pondok Kopi,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 2 KM - 160 m2,2400000000,Rumah,160,181,4,2,2,SHM - Sertifikat Hak Milik,Pondok bambu,Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",2 KT - 2 KM - 100 m2,3000000000,Rumah,100,142,2,2,1,SHM - Sertifikat Hak Milik,tebet Timur Dalam,Tebet,Jakarta Selatan,0,0,1
"Matraman, Jakarta Timur",2 KT - 1 KM - 60 m2,680000000,Rumah,60,40,2,1,2,SHM - Sertifikat Hak Milik,"Jl. Asem Gede VI, Nomor 34 Utan Kayu Jakarta Timur",Matraman,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",4 KT - 4 KM - 160 m2,3000000000,Rumah,160,83,4,4,3,SHM - Sertifikat Hak Milik,Tebet Timur,Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 3 KM - 215 m2,2000000000,Rumah,215,153,5,3,2,SHM - Sertifikat Hak Milik,"Kampung sumur, klender, duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 2 KM - 68 m2,805600000,Rumah,68,35,2,2,2,SHM - Sertifikat Hak Milik,Jl. Cipinang Muara 2 Jakarta Timur,Jatinegara,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",2 KT - 1 KM - 49 m2,350000000,Rumah,49,90,2,1,2,SHM - Sertifikat Hak Milik,Makasar Halim,Makasar,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 175 m2,3000000000,Rumah,175,217,4,3,1,SHM - Sertifikat Hak Milik,Pondok Kelapa Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 100 m2,750000000,Rumah,100,50,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Kopi,Durensawit,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 200 m2,2700000000,Rumah,200,153,5,4,2,SHM - Sertifikat Hak Milik,"Buaran, Duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 2 KM - 200 m2,2400000000,Rumah,200,180,4,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu, Duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 230 m2,2150000000,Rumah,230,165,4,3,2,SHM - Sertifikat Hak Milik,"Bintara, Bekasi barat",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 120 m2,1700000000,Rumah,120,90,3,2,1,SHM - Sertifikat Hak Milik,Unknown,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 200 m2,1800000000,Rumah,200,146,4,3,2,SHM - Sertifikat Hak Milik,"Pondok kelapa, Duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",5 KT - 3 KM - 312 m2,2500000000,Rumah,312,312,5,3,1,SHM - Sertifikat Hak Milik,"Jl pusdiklat depnaker,kel makasar kec makasar,jakarta timur",Makasar,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",3 KT - 3 KM - 94 m2,1477000000,Rumah,94,53,3,3,2,SHM - Sertifikat Hak Milik,Jl. Pemuda Rawamangun Jakarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",3 KT - 3 KM - 240 m2,5500000000,Rumah,240,202,3,3,2,SHM - Sertifikat Hak Milik,"Jl. Moncokerto No.11 RT.14/RW.12, Utan Kayu Sel., Kec. Matraman, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13120",Matraman,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 1 KM - 40 m2,130000000,Rumah,40,78,2,1,1,HGB - Hak Guna Bangun,Perumahan The Palm Residence Tambun Utara Blok C7 No.10,Jatinegara,Jakarta Timur,1,0,0
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 140 m2,1325000000,Rumah,140,100,5,4,2,SHM - Sertifikat Hak Milik,"Jl. Ratna, jatibening",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",4 KT - 4 KM - 250 m2,4500000000,Rumah,250,140,4,4,2,SHM - Sertifikat Hak Milik,Jakarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,818000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Jl. Pisangan Baru Raya,Matraman,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 108 m2,2750000000,Rumah,108,186,4,3,2,SHM - Sertifikat Hak Milik,Pondok kelapa,Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",5 KT - 2 KM - 473 m2,670000000,Rumah,473,434,5,2,1,SHM - Sertifikat Hak Milik,Jalan tekukur jakarta selatan,Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",6 KT - 5 KM - 250 m2,4000000000,Rumah,250,150,6,5,2,SHM - Sertifikat Hak Milik,"Duren Sawit,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 5 KM - 550 m2,9000000000,Rumah,550,308,5,5,2,SHM - Sertifikat Hak Milik,"Duren Sawit,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 350 m2,4300000000,Rumah,350,225,4,3,2,SHM - Sertifikat Hak Milik,Komplek DKI Pondok Kelapa,Duren Sawit,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,964500000,Rumah,59,39,2,2,2,SHM - Sertifikat Hak Milik,Jl.Pisangan Baru Dekat kantor Lurah Pisangan Jakarta Timur,Matraman,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 3 KM - 225 m2,1700000000,Rumah,225,155,5,3,2,SHM - Sertifikat Hak Milik,"Jln Swakarsa IV no.41, Jatibening Baru",Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",3 KT - 2 KM - 90 m2,1365000000,Rumah,90,58,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu,Durensawit, Jakarta Timur",Jatinegara,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 400 m2,5200000000,Rumah,400,278,5,4,1,SHM - Sertifikat Hak Milik,Unknown,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 90 m2,1385000000,Rumah,90,60,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu,Durensawit,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",4 KT - 3 KM - 80 m2,2500000000,Rumah,80,96,4,3,1,SHM - Sertifikat Hak Milik,Rawamangun Jakarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",3 KT - 2 KM - 100 m2,2150000000,Rumah,100,80,3,2,1,SHM - Sertifikat Hak Milik,Kayu Putih Jakarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 2 KM - 160 m2,2400000000,Rumah,160,181,4,2,2,SHM - Sertifikat Hak Milik,Pondok Bambu 0813 1432 6023,Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",4 KT - 4 KM - 200 m2,3900000000,Rumah,200,180,4,4,1,SHM - Sertifikat Hak Milik,Rawamangun Jakarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 150 m2,2450000000,Rumah,150,105,4,3,2,SHM - Sertifikat Hak Milik,Kavling Marinir Pondok Kelapa  0813 1432 6023,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 1 KM - 110 m2,600000000,Rumah,110,78,4,1,2,SHM - Sertifikat Hak Milik,Prumnas klender,Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",4 KT - 1 KM - 140 m2,2300000000,Rumah,140,168,4,1,1,SHM - Sertifikat Hak Milik,Asembaris tebet,Tebet,Jakarta Selatan,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 2 KM - 42 m2,524000000,Rumah,42,22,2,2,2,SHM - Sertifikat Hak Milik,Cipinang Elok jakarta Timur,Jatinegara,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",5 KT - 4 KM - 198 m2,3000000000,Rumah,198,198,5,4,3,SHM - Sertifikat Hak Milik,"Jalan Cerucuk No 8 , Tebet. Bukit Duri , Jakarta Selatan",Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 4 KM - 400 m2,4500000000,Rumah,400,150,4,4,3,SHM - Sertifikat Hak Milik,"Pondok Bambu, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 120 m2,1375000000,Rumah,120,78,4,3,2,SHM - Sertifikat Hak Milik,Prumnas klender jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",4 KT - 3 KM - 180 m2,2175000000,Rumah,180,200,4,3,1,SHM - Sertifikat Hak Milik,"Cipinang, Jakarta Timur",Jatinegara,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 200 m2,3500000000,Rumah,200,200,4,3,2,SHM - Sertifikat Hak Milik,"Pondok Kelapa, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 100 m2,1400000000,Rumah,100,55,3,2,2,SHM - Sertifikat Hak Milik,JALAN PAHLAWAN REVOLUSI PONDOK BAMBU JAKARTA TIMUR,Duren Sawit,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",4 KT - 3 KM - 150 m2,1850000000,Rumah,150,90,4,3,2,SHM - Sertifikat Hak Milik,KAMPUNG MAKASAR HALIM JAKARTA TIMUR,Makasar,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",5 KT - 3 KM - 199 m2,3500000000,Rumah,199,308,5,3,1,HGB - Hak Guna Bangun,Utan Kayu Jakarta Timur,Matraman,Jakarta Timur,1,0,0
"Duren Sawit, Jakarta Timur",6 KT - 5 KM - 500 m2,5600000000,Rumah,500,300,6,5,2,SHM - Sertifikat Hak Milik,"Pondok Kelapa,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",2 KT - 2 KM - 50 m2,595000000,Rumah,50,40,2,2,2,SHM - Sertifikat Hak Milik,Cilodong Depok,Tebet,Jakarta Selatan,0,0,1
"Jatinegara, Jakarta Timur",4 KT - 1 KM - 191 m2,4500000000,Rumah,191,191,4,1,1,SHM - Sertifikat Hak Milik,JL CIPINANG CEMPEDAK III NO 20,Jatinegara,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 130 m2,2700000000,Rumah,130,185,4,3,1,HGB - Hak Guna Bangun,Perumahan Bumi Malaka Asri Prumnas Klender,Duren Sawit,Jakarta Timur,1,0,0
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,818000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Jl.Pisangan baru dekat kantor lurah pisangan Jakarta Tumur,Matraman,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",7 KT - 7 KM - 497 m2,3500000000,Rumah,497,497,7,7,1,SHM - Sertifikat Hak Milik,Jalan Asem Gede VI Utan Kayu Selatan,Matraman,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",3 KT - 1 KM - 85 m2,750000000,Rumah,85,74,3,1,2,SHM - Sertifikat Hak Milik,"Gang Bongkeng, Pisangan Baru, Jakarta Timur",Jatinegara,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 450 m2,7900000000,Rumah,450,316,5,4,2,SHM - Sertifikat Hak Milik,"Jl. Swadaya Raya, Kalimalang. Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 3 KM - 74 m2,1600000000,Rumah,74,57,3,3,2,SHM - Sertifikat Hak Milik,Jln Pemuda Raya Rawamangun Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",1 KT - 1 KM - 135 m2,3000000000,Rumah,135,133,1,1,1,SHM - Sertifikat Hak Milik,kayu putih,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 101 m2,750000111,Rumah,101,51,3,2,2,SHM - Sertifikat Hak Milik,"Pondok kopi, duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",2 KT - 2 KM - 55 m2,850000122,Rumah,55,31,2,2,2,SHM - Sertifikat Hak Milik,"Jatinegara kaum, rawamangun",Pulo Gadung,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",4 KT - 4 KM - 250 m2,4500000000,Rumah,250,140,4,4,2,SHM - Sertifikat Hak Milik,"DI Jual Cepat Rumah 2 Lt Rapi
Semi Furnish Siap Huni 
Kayu Putih - Jakarta Timur",Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 91 m2,1345000046,Rumah,91,57,3,2,2,SHM - Sertifikat Hak Milik,"Pondok bambu, duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",2 KT - 1 KM - 70 m2,1600000000,Rumah,70,88,2,1,1,SHM - Sertifikat Hak Milik,"Jl. Kayu Putih Selatan IVC. No.62, Pulogadung, Jakarta Timur",Pulo Gadung,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",2 KT - 2 KM - 60 m2,838000000,Rumah,60,31,2,2,2,SHM - Sertifikat Hak Milik,"Pisangan Baru, Jakarta Timur",Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 1 KM - 140 m2,870000000,Rumah,140,78,4,1,2,SHM - Sertifikat Hak Milik,Jl.Nusa Indah 2 gang 9 no.327 rt.004 rw.05 kel.malaka jaya kec. Duren sawit kota jakarta timur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",2 KT - 2 KM - 65 m2,1319000000,Rumah,65,75,2,2,1,SHM - Sertifikat Hak Milik,"Perumahan Kimia Farma II,Jln Raden Inten , duren sawit, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",3 KT - 2 KM - 67 m2,1377000000,Rumah,67,48,3,2,2,SHM - Sertifikat Hak Milik,Jl Pemuda Rawamangun,Pulo Gadung,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",5 KT - 5 KM - 200 m2,6000000000,Rumah,200,122,5,5,2,SHM - Sertifikat Hak Milik,Tebet barat,Tebet,Jakarta Selatan,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 2 KM - 59 m2,800250000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Jl. Cipinang elok jatinegara jakarta timur,Jatinegara,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",2 KT - 2 KM - 59 m2,818000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Matraman Jakarta Timur,Matraman,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",4 KT - 2 KM - 125 m2,2500000000,Rumah,125,125,4,2,1,SHM - Sertifikat Hak Milik,Pulomas,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",8 KT - 5 KM - 350 m2,8000000000,Rumah,350,405,8,5,2,SHM - Sertifikat Hak Milik,Buaran Regency Pondok Kelapa Duren Sawit Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",8 KT - 5 KM - 350 m2,7000000000,Rumah,350,450,8,5,2,SHM - Sertifikat Hak Milik,Buaran Regency Kel.pondok kelapa,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",9 KT - 5 KM - 252 m2,2500000000,Rumah,252,150,9,5,1,SHM - Sertifikat Hak Milik,Pondok Kopi Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",3 KT - 1 KM - 135 m2,3000000000,Rumah,135,135,3,1,1,HGB - Hak Guna Bangun,Tebet Barat Jakarta Selatan,Tebet,Jakarta Selatan,1,0,0
"Duren Sawit, Jakarta Timur",5 KT - 5 KM - 300 m2,3500000000,Rumah,300,239,5,5,1,SHM - Sertifikat Hak Milik,Duren Sawit Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 170 m2,3500000000,Rumah,170,240,4,3,1,SHM - Sertifikat Hak Milik,Komplek Permata Timur 1 Duren Sawit,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 200 m2,3600000000,Rumah,200,160,5,4,2,SHM - Sertifikat Hak Milik,Cluster Billymoon Pondok kelapa,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 140 m2,1450000000,Rumah,140,90,4,3,2,SHM - Sertifikat Hak Milik,"Pondok kelapa, Duren sawit",Duren Sawit,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",3 KT - 1 KM - 134 m2,1300000000,Rumah,134,85,3,1,1,SHM - Sertifikat Hak Milik,Cipinang Bali,Makasar,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",6 KT - 6 KM - 120 m2,950000000,Rumah,120,67,6,6,2,SHM - Sertifikat Hak Milik,Jalan Sunter VIII No 5,Pulo Gadung,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 1 KM - 31 m2,422000000,Rumah,31,16,2,1,2,SHM - Sertifikat Hak Milik,Jl Cipinang elok,Jatinegara,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 3 KM - 110 m2,1500000000,Rumah,110,85,3,3,2,SHM - Sertifikat Hak Milik,"Pondok Kelapa,Durensawit,Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 42 m2,1150000035,Rumah,42,71,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu, Duren Sawit",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 190 m2,3600000000,Rumah,190,159,5,4,2,SHM - Sertifikat Hak Milik,Billymoon,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 230 m2,2850000000,Rumah,230,157,5,4,2,SHM - Sertifikat Hak Milik,Klender Jakarta Timur,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 80 m2,1575000000,Rumah,80,144,3,2,1,SHM - Sertifikat Hak Milik,"Perumnas klender, malaka jaya, duren sawit, jakarta timur",Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 2 KM - 60 m2,395000000,Rumah,60,30,2,2,2,"Lainnya (PPJB, Girik, Adat, dll)",JALAN ASEM OTISTA KAMPUNG MELAYU JAKTIM,Jatinegara,Jakarta Timur,0,1,0
"Pulo Gadung, Jakarta Timur",5 KT - 2 KM - 150 m2,2200000000,Rumah,150,102,5,2,2,SHM - Sertifikat Hak Milik,Cipinang,Pulo Gadung,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",2 KT - 1 KM - 45 m2,265000000,Rumah,45,60,2,1,1,SHM - Sertifikat Hak Milik,"Perumahan Azalea Garden, Daru kec. Jambe",Tebet,Jakarta Selatan,0,0,1
"Makasar, Jakarta Timur",2 KT - 1 KM - 54 m2,700000000,Rumah,54,54,2,1,2,SHM - Sertifikat Hak Milik,Komodor halim perdana kusuma,Makasar,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",4 KT - 3 KM - 180 m2,3800000000,Rumah,180,183,4,3,1,SHM - Sertifikat Hak Milik,TEBET BARAT JAKARTA SELATAN,Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",1 KT - 2 KM - 48 m2,1250000000,Rumah,48,143,1,2,1,SHM - Sertifikat Hak Milik,"Komplek Sandang, Klender, Duren sawit, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",3 KT - 3 KM - 150 m2,1750000000,Rumah,150,130,3,3,2,"Lainnya (PPJB, Girik, Adat, dll)",Jl batu pancawarna pulomas,Pulo Gadung,Jakarta Timur,0,1,0
"Duren Sawit, Jakarta Timur",4 KT - 4 KM - 122 m2,1900000000,Rumah,122,85,4,4,2,SHM - Sertifikat Hak Milik,"Jl. Lembah Pinang IV Blok I-9 no. 28-29, RT.007 RW.09, Pondok Kelapa, Duren Sawit, Jakarta Timur, DKI Jakarta",Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",2 KT - 3 KM - 59 m2,695300000,Rumah,59,30,2,3,2,SHM - Sertifikat Hak Milik,Jalan Cipinang Muara,Jatinegara,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",4 KT - 3 KM - 130 m2,2800000000,Rumah,130,90,4,3,3,SHM - Sertifikat Hak Milik,Jl secang utan kayu utara matraman jakarta timur,Matraman,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",3 KT - 2 KM - 90 m2,1410000000,Rumah,90,62,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu,Durensawit,Jakarta Timur",Jatinegara,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",2 KT - 1 KM - 60 m2,130000000,Rumah,60,60,2,1,1,HGB - Hak Guna Bangun,"Jayamulya, Kec. Serang Baru, Kabupaten Bekasi, Jawa Barat 17330",Makasar,Jakarta Timur,1,0,0
"Pulo Gadung, Jakarta Timur",4 KT - 2 KM - 130 m2,3200000000,Rumah,130,90,4,2,1,SHM - Sertifikat Hak Milik,Jl Duyung,Pulo Gadung,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",4 KT - 3 KM - 350 m2,9000000000,Rumah,350,407,4,3,2,SHM - Sertifikat Hak Milik,GUDANG PELYRU TEBET JAKARTA SELATAN,Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",5 KT - 4 KM - 180 m2,2100000000,Rumah,180,75,5,4,3,SHM - Sertifikat Hak Milik,Puri kapin persada. Jatibening baru. Pondok gede. Kota bekasi. Jawabarat,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 92 m2,1346000001,Rumah,92,56,3,2,2,SHM - Sertifikat Hak Milik,"Pondok Bambu, Duren Sawit",Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",4 KT - 2 KM - 162 m2,3430000000,Rumah,162,149,4,2,2,SHM - Sertifikat Hak Milik,Jalan Tebet Barat Dalam VII C No.5B BLOK D Persil 100 RT/RW 07/06 Jakarta Selatan,Tebet,Jakarta Selatan,0,0,1
"Pulo Gadung, Jakarta Timur",7 KT - 4 KM - 300 m2,8100000000,Rumah,300,685,7,4,1,SHM - Sertifikat Hak Milik,Otista JAkarta Timur,Pulo Gadung,Jakarta Timur,0,0,1
"Matraman, Jakarta Timur",5 KT - 3 KM - 305 m2,2400000000,Rumah,305,159,5,3,2,SHM - Sertifikat Hak Milik,"Jl. Kayu Manis VIII  Kayu Manis, Matraman, Jakarta Timur.",Matraman,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 168 m2,4000000000,Rumah,168,303,4,3,1,SHM - Sertifikat Hak Milik,Unknown,Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 4 KM - 300 m2,3400000000,Rumah,300,165,4,4,3,SHM - Sertifikat Hak Milik,"Jl. Arabika III Blok Z 7/9 Z 7 No.9 RT/RW 010/005, Pondok Kopi, Duren Sawit, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",4 KT - 3 KM - 200 m2,3000000000,Rumah,200,170,4,3,2,SHM - Sertifikat Hak Milik,Taman buaran indah 1,Duren Sawit,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",4 KT - 3 KM - 120 m2,1800000000,Rumah,120,59,4,3,2,SHM - Sertifikat Hak Milik,cipinang jaya,Jatinegara,Jakarta Timur,0,0,1
"Pulo Gadung, Jakarta Timur",3 KT - 2 KM - 150 m2,1375000000,Rumah,150,93,3,2,2,SHM - Sertifikat Hak Milik,Rawamangun jakarta timur,Pulo Gadung,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 85 m2,1500000000,Rumah,85,100,3,2,2,SHM - Sertifikat Hak Milik,"Jl Pondok Kelapa Selatan, Pondok Kelapa, Duren Sawit, Jakarta Timur",Duren Sawit,Jakarta Timur,0,0,1
"Duren Sawit, Jakarta Timur",2 KT - 2 KM - 59 m2,695000000,Rumah,59,30,2,2,2,SHM - Sertifikat Hak Milik,Jl. Cipinang Muara 2 Y,Duren Sawit,Jakarta Timur,0,0,1
"Tebet, Jakarta Selatan",2 KT - 1 KM - 38 m2,450000000,Rumah,38,60,2,1,1,SHM - Sertifikat Hak Milik,Pamoyanan Bogor,Tebet,Jakarta Selatan,0,0,1
"Duren Sawit, Jakarta Timur",3 KT - 2 KM - 81 m2,1390000000,Rumah,81,76,3,2,2,SHM - Sertifikat Hak Milik,Jalam Raya Pondok Kelapa,Duren Sawit,Jakarta Timur,0,0,1
"Makasar, Jakarta Timur",3 KT - 2 KM - 65 m2,850000000,Rumah,65,65,3,2,2,SHM - Sertifikat Hak Milik,Jln Bitung,Makasar,Jakarta Timur,0,0,1
"Jatinegara, Jakarta Timur",1 KT - 1 KM - 30 m2,280000000,Rumah,30,30,1,1,1,SHM - Sertifikat Hak Milik,Kp. Pulo jahe jatinegara Cakung jakarta timur,Jatinegara,Jakarta Timur,0,0,1
